SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
742,595,1,2024-08-18 10:00:00,4,4,5,5,2,4.5,"The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me (snacks were a plus)! There were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend.",2024-08-18 14:23:00
743,595,1,2023-05-14 10:00:00,4,4,4,5,2,4.25,"At first, I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. In my opinion, the networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; It was useful overall. Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves.",2023-05-14 18:06:00
744,596,5,2023-11-09 10:00:00,4,4,5,4,1,4.25,"The watercolor session during Intro to Painting Class really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. Overall, the color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. I met people who want to collaborate on projects, the watercolor session during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves. — which surprised me in a good way.",2023-11-11 00:22:00
745,597,1,2023-09-24 10:00:00,4,5,4,4,1,4.25,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I might recommend it depending on the topic. The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; It was useful overall. Overall, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me.",2023-09-25 06:21:00
746,597,8,2022-06-17 10:00:00,4,4,4,4,1,4,"I didn't expect this, but, the web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",2022-06-18 07:08:00
747,597,2,2022-03-26 10:00:00,4,4,4,5,2,4.25,"I left with actionable next steps, the Arduino demo during Robotics Lab Saturday really clicked for me; It was useful overall. I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me; It was useful overall. If I'm being honest, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic. — especially for beginners! The data activity during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",2022-03-27 17:01:00
748,597,6,2025-09-17 10:00:00,4,5,5,4,1,4.5,"The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; This was absolutely worth the time! The pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me.",2025-09-17 23:27:00
749,598,5,2025-10-30 10:00:00,5,4,4,3,3,4,"The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. The mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend.",2025-10-31 17:02:00
750,599,2,2024-04-06 10:00:00,4,4,5,4,1,4.25,"From my perspective, the organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. Overall, the hands-on segment tied everything together, the data activity during Robotics Lab Saturday really clicked for me. The pacing made complex ideas feel doable, the Arduino demo during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda!",2024-04-07 00:15:00
751,599,8,2021-12-24 10:00:00,5,4,5,4,1,4.5,"If I'm being honest, the web dev sprint during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. To be fair, the coding challenges during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program.",2021-12-24 22:11:00
752,599,2,2025-01-11 10:00:00,4,5,4,5,2,4.5,"To be fair, the web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable. The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected.",2025-01-12 22:06:00
753,599,8,2025-05-23 10:00:00,4,5,4,5,2,4.5,"Honestly, the hands-on segment tied everything together, the data activity during Web Dev Bootcamp Night really clicked for me! The web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps — which surprised me in a good way. I didn't expect this, but, it boosted my confidence more than I expected, the data activity during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. — next time I'd bring a friend.",2025-05-23 20:16:00
754,600,7,2025-01-15 10:00:00,4,4,4,4,1,4,"Honestly, the mentor roundtable during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects! The resume clinic during Leadership Circle Meetup really clicked for me, the mentors were down-to-earth and answered real questions — especially for beginners. To be fair, the panel Q&A during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda. (snacks were a plus).",2025-01-16 19:09:00
755,605,3,2023-09-19 10:00:00,4,4,4,5,2,4.25,"In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. There were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; It was useful overall.",2023-09-19 15:19:00
756,605,6,2024-06-26 10:00:00,5,5,5,4,1,4.75,"The pacing made complex ideas feel doable, the web dev sprint during Data Science Study Group really clicked for me; This pushed me to apply for a related program. (wish there had been more time). I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me; I left energized to keep learning.",2024-06-27 19:18:00
757,605,6,2022-09-14 10:00:00,4,4,4,4,1,4,"There were concrete examples I can reuse at school, the Arduino demo during Data Science Study Group really clicked for me; I'm curious to see how the next session improves! The Arduino demo during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; It was useful overall.",2022-09-15 23:13:00
758,606,8,2024-12-20 10:00:00,5,5,5,5,2,5,"The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me (snacks were a plus). At first, there were concrete examples I can reuse at school, the coding challenges during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.",2024-12-21 02:00:00
759,607,3,2022-09-27 10:00:00,4,5,5,3,3,4.25,"Overall, the mentors were down-to-earth and answered real questions, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. Overall, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2022-09-29 03:09:00
760,607,1,2025-05-11 10:00:00,4,5,5,5,2,4.75,"The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps. The resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. — which surprised me in a good way. In my opinion, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend.",2025-05-12 01:23:00
